Text,Label
I absolutely hate the restaurant; it barely works.,False
Fantastic laptop! Highly recommended to everyone.,True
Impressive treadmill. Smooth and reliable.,True
Impressive plugin. Smooth and reliable.,True
Fantastic printer! Highly recommended to everyone.,True
Brilliant experience with the service plan; would buy again. Definitely worth the price.,True
I absolutely love the treadmill; it works perfectly.,True
I'm delighted with this treadmill; five stars. Definitely worth the price.,True
I absolutely love the keyboard; it works perfectly. Definitely worth the price.,True
I'm delighted with this camera; five stars.,True
"The app ruined my day, not worth it. Save your money.",False
The jacket exceeded my expectations in every way.,True
The bicycle made my day; totally worth it. Definitely worth the price.,True
The mattress made my day; totally worth it.,True
Terrible plan! I don't recommend it.,False
The washing machine exceeded my expectations in every way.,True
Impressive microphone. Smooth and reliable.,True
Superb quality webcam and excellent performance.,True
Unimpressive printer. Clunky and unreliable. Save your money.,False
The backpack exceeded my expectations in every way. Definitely worth the price.,True
Poor quality headphones and terrible performance.,False
Unimpressive power bank. Clunky and unreliable. Save your money.,False
I absolutely hate the plugin; it barely works.,False
I'm delighted with this delivery; five stars. Definitely worth the price.,True
This power bank is awful—I'm very disappointed. Save your money.,False
I'm delighted with this battery; five stars. Definitely worth the price.,True
The jacket made my day; totally worth it.,True
The blender made my day; totally worth it.,True
Poor quality extension and terrible performance. Save your money.,False
I'm frustrated with this service; one star.,False
Superb quality tutorial and excellent performance. Definitely worth the price.,True
Bad experience with the monitor; would not buy again. Save your money.,False
The theme park failed to meet my expectations.,False
Bad experience with the game; would not buy again.,False
The feature ruined my day; not worth it. Save your money.,False
Bad experience with the tool set; would not buy again. Save your money.,False
Poor quality phone and terrible performance.,False
I absolutely love the software update; it works perfectly.,True
Bad experience with the lawn mower; would not buy again. Save your money.,False
What an unpleasant surprise; the desk is terrible.,False
I'm frustrated with this ebook; one star. Save your money.,False
Fantastic movie ticket! Highly recommended to everyone. Definitely worth the price.,True
I'm frustrated with this feature; one star. Save your money.,False
"The delivery ruined my day, not worth it.",False
Terrible pillow! I don't recommend it.,False
Fantastic course! Highly recommended to everyone. Definitely worth the price.,True
The car rental made my day; totally worth it.,True
I absolutely hate the power bank; it barely works.,False
"I absolutely hate the CPU, it barely works. Save your money.",False
The framework ruined my day; not worth it.,False
The tutorial exceeded my expectations in every way.,True
Superb quality service plan and excellent performance.,True
Bad experience with the speaker; would not buy again.,False
Terrible monitor! I don't recommend it. Save your money.,False
I absolutely love the phone; it works perfectly.,True
Impressive library. Smooth and reliable.,True
Superb quality book and excellent performance. Definitely worth the price.,True
The plugin ruined my day; not worth it.,False
What a pleasant surprise; the earbuds is outstanding. Definitely worth the price.,True
Superb quality software update and excellent performance. Definitely worth the price.,True
Superb quality printer and excellent performance.,True
This desk is awful—I'm very disappointed.,False
Terrible laptop! I don't recommend it.,False
What an unpleasant surprise; the GPU is terrible.,False
What a pleasant surprise; the course module is outstanding.,True
I'm frustrated with this restaurant; one star.,False
What a pleasant surprise; the lamp is outstanding. Definitely worth the price.,True
I'm frustrated with this watch; one star.,False
I absolutely love the blender; it works perfectly.,True
Impressive camera. Smooth and reliable.,True
This lawn mower is awful—I'm very disappointed.,False
This toaster is great—I'm very satisfied with it.,True
Brilliant experience with the theme; would buy again. Definitely worth the price.,True
I'm frustrated with this library; one star.,False
Terrible backpack! I don't recommend it.,False
The dashboard failed to meet my expectations.,False
The book failed to meet my expectations. Save your money.,False
Superb quality app and excellent performance. Definitely worth the price.,True
Fantastic museum! Highly recommended to everyone.,True
I absolutely hate the support team; it barely works.,False
What an unpleasant surprise; the camera lens is terrible.,False
Poor quality battery and terrible performance.,False
Superb quality feature and excellent performance.,True
Unimpressive bundle. Clunky and unreliable. Save your money.,False
I absolutely love the webcam; it works perfectly.,True
The delivery exceeded my expectations in every way.,True
Terrible headphones! I don't recommend it.,False
This webcam is awful—I'm very disappointed. Save your money.,False
Superb quality blender and excellent performance.,True
The speaker exceeded my expectations in every way.,True
The tripod made my day; totally worth it.,True
This earbuds is awful—I'm very disappointed.,False
The grill failed to meet my expectations.,False
Bad experience with the laptop; would not buy again. Save your money.,False
This pillow is great—I'm very satisfied with it.,True
I'm frustrated with this delivery; one star.,False
This movie is great—I'm very satisfied with it. Definitely worth the price.,True
The support team failed to meet my expectations. Save your money.,False
Fantastic template! Highly recommended to everyone.,True
Unimpressive subscription. Clunky and unreliable.,False
I'm delighted with this router; five stars. Definitely worth the price.,True
I'm frustrated with this service plan; one star. Save your money.,False
Brilliant experience with the framework; would buy again.,True
I'm delighted with this vacuum; five stars. Definitely worth the price.,True
This camera lens is great—I'm very satisfied with it.,True
Superb quality delivery and excellent performance.,True
The framework exceeded my expectations in every way. Definitely worth the price.,True
What an unpleasant surprise; the API is terrible.,False
The pillow ruined my day; not worth it.,False
Fantastic support team! Highly recommended to everyone. Definitely worth the price.,True
Terrible bundle! I don't recommend it.,False
Unimpressive router. Clunky and unreliable.,False
This template is great—I'm very satisfied with it.,True
What a pleasant surprise; the router is outstanding.,True
Bad experience with the bundle; would not buy again. Save your money.,False
I absolutely love the microwave; it works perfectly.,True
Fantastic car rental! Highly recommended to everyone. Definitely worth the price.,True
I'm delighted with this bicycle; five stars.,True
The toaster failed to meet my expectations.,False
I absolutely love the coffee maker; it works perfectly.,True
I'm delighted with this book; five stars.,True
Poor quality camera and terrible performance.,False
Superb quality plugin and excellent performance. Definitely worth the price.,True
I'm frustrated with this extension; one star.,False
Poor quality coffee maker and terrible performance.,False
The game failed to meet my expectations.,False
I absolutely love the flight; it works perfectly.,True
This stylus is awful—I'm very disappointed.,False
"The printer ruined my day, not worth it.",False
Impressive smartwatch. Smooth and reliable.,True
The course module exceeded my expectations in every way. Definitely worth the price.,True
The fridge made my day; totally worth it.,True
What a pleasant surprise; the dashboard is outstanding.,True
Fantastic chair! Highly recommended to everyone.,True
I'm delighted with this yoga mat; five stars. Definitely worth the price.,True
Poor quality earbuds and terrible performance.,False
What an unpleasant surprise; the jacket is terrible. Save your money.,False
"I absolutely hate the theme park, it barely works.",False
I'm frustrated with this smartwatch; one star.,False
The delivery failed to meet my expectations.,False
"What an unpleasant surprise, the microphone is terrible. Save your money.",False
This TV is great—I'm very satisfied with it.,True
I absolutely hate the delivery; it barely works. Save your money.,False
"I'm delighted with this plugin, five stars.",True
"I absolutely love the app, it works perfectly.",True
The grill ruined my day; not worth it.,False
Fantastic coffee maker! Highly recommended to everyone.,True
"I'm delighted with this bicycle, five stars.",True
I absolutely hate the webcam; it barely works.,False
I absolutely love the power bank; it works perfectly.,True
Unimpressive earbuds. Clunky and unreliable. Save your money.,False
Poor quality microwave and terrible performance.,False
Impressive jacket. Smooth and reliable.,True
Bad experience with the software update; would not buy again. Save your money.,False
What a pleasant surprise; the headphones is outstanding. Definitely worth the price.,True
The fridge ruined my day; not worth it.,False
I'm delighted with this monitor; five stars.,True
I'm delighted with this extension; five stars.,True
"I absolutely hate the blender, it barely works.",False
The lamp failed to meet my expectations.,False
I'm delighted with this movie ticket; five stars.,True
Superb quality lamp and excellent performance. Definitely worth the price.,True
I'm frustrated with this printer; one star.,False
Impressive TV. Smooth and reliable.,True
The desk made my day; totally worth it.,True
Fantastic chair! Highly recommended to everyone.,True
"The camera made my day, totally worth it.",True
"Bad experience with the book, would not buy again.",False
Brilliant experience with the car rental; would buy again. Definitely worth the price.,True
Impressive speaker. Smooth and reliable.,True
I'm frustrated with this app; one star. Save your money.,False
"Bad experience with the toaster, would not buy again.",False
Bad experience with the framework; would not buy again.,False
I absolutely love the gift card; it works perfectly.,True
Brilliant experience with the flight; would buy again.,True
This laptop is awful—I'm very disappointed.,False
The ebook failed to meet my expectations. Save your money.,False
Fantastic service plan! Highly recommended to everyone.,True
This fridge is awful—I'm very disappointed. Save your money.,False
I absolutely hate the mattress; it barely works.,False
I'm delighted with this chair; five stars.,True
Fantastic movie ticket! Highly recommended to everyone. Definitely worth the price.,True
Brilliant experience with the backpack; would buy again.,True
What a pleasant surprise; the blender is outstanding. Definitely worth the price.,True
Impressive software update. Smooth and reliable. Definitely worth the price.,True
The laptop ruined my day; not worth it.,False
The lamp exceeded my expectations in every way.,True
The grill exceeded my expectations in every way.,True
The webcam failed to meet my expectations. Save your money.,False
I absolutely love the router; it works perfectly.,True
"Brilliant experience with the power bank, would buy again.",True
Fantastic grill! Highly recommended to everyone.,True
Superb quality fridge and excellent performance.,True
I'm delighted with this vacuum; five stars.,True
The lawn mower ruined my day; not worth it.,False
Superb quality battery and excellent performance.,True
The router exceeded my expectations in every way.,True
This game is awful—I'm very disappointed.,False
Unimpressive GPU. Clunky and unreliable.,False
The flight exceeded my expectations in every way.,True
"The theme made my day, totally worth it. Definitely worth the price.",True
I'm delighted with this grill; five stars.,True
"I'm delighted with this headphones, five stars. Definitely worth the price.",True
Poor quality plugin and terrible performance. Save your money.,False
This backpack is awful—I'm very disappointed.,False
I'm frustrated with this grill; one star.,False
Poor quality monitor and terrible performance.,False
The camera lens ruined my day; not worth it. Save your money.,False
The blender exceeded my expectations in every way. Definitely worth the price.,True
Fantastic microwave! Highly recommended to everyone.,True
The tool set exceeded my expectations in every way.,True
Fantastic chair! Highly recommended to everyone. Definitely worth the price.,True
"I'm delighted with this app, five stars.",True
What a pleasant surprise; the power bank is outstanding.,True
Terrible plan! I don't recommend it.,False
Unimpressive vacuum. Clunky and unreliable. Save your money.,False
Superb quality gift card and excellent performance.,True
The charger exceeded my expectations in every way.,True
"I absolutely love the mattress, it works perfectly. Definitely worth the price.",True
Superb quality lawn mower and excellent performance.,True
I absolutely hate the GPU; it barely works.,False
"Brilliant experience with the dashboard, would buy again. Definitely worth the price.",True
I absolutely hate the yoga mat; it barely works.,False
The template failed to meet my expectations. Save your money.,False
The TV exceeded my expectations in every way.,True
"I absolutely love the course module, it works perfectly. Definitely worth the price.",True
Fantastic plan! Highly recommended to everyone.,True
Poor quality phone and terrible performance.,False
"Bad experience with the toaster, would not buy again.",False
Fantastic dashboard! Highly recommended to everyone.,True
The plan failed to meet my expectations.,False
Bad experience with the vacuum; would not buy again.,False
The bicycle ruined my day; not worth it.,False
"I absolutely love the service plan, it works perfectly. Definitely worth the price.",True
The service failed to meet my expectations.,False
I absolutely love the coffee maker; it works perfectly.,True
The movie ticket ruined my day; not worth it.,False
Superb quality router and excellent performance. Definitely worth the price.,True
What a pleasant surprise; the monitor is outstanding. Definitely worth the price.,True
This toaster is great—I'm very satisfied with it.,True
This keyboard is great—I'm very satisfied with it. Definitely worth the price.,True
Terrible power bank! I don't recommend it.,False
I absolutely hate the template; it barely works.,False
I'm delighted with this battery; five stars.,True
What an unpleasant surprise; the bicycle is terrible.,False
This bundle is awful—I'm very disappointed.,False
Fantastic extension! Highly recommended to everyone.,True
Poor quality yoga mat and terrible performance.,False
The toaster ruined my day; not worth it.,False
I'm delighted with this software update; five stars. Definitely worth the price.,True
This microwave is awful—I'm very disappointed.,False
The tripod ruined my day; not worth it.,False
The subscription made my day; totally worth it.,True
I'm delighted with this support team; five stars.,True
Brilliant experience with the lamp; would buy again. Definitely worth the price.,True
This washing machine is awful—I'm very disappointed.,False
The support team made my day; totally worth it.,True
This drill is great—I'm very satisfied with it.,True
This power bank is great—I'm very satisfied with it. Definitely worth the price.,True
This charger is awful—I'm very disappointed.,False
Terrible charger! I don't recommend it.,False
I absolutely hate the drill; it barely works.,False
I absolutely love the smartwatch; it works perfectly.,True
What a pleasant surprise; the ebook is outstanding.,True
The blender exceeded my expectations in every way.,True
I'm frustrated with this blender; one star. Save your money.,False
The stylus failed to meet my expectations.,False
I absolutely hate the plan; it barely works.,False
The template made my day; totally worth it. Definitely worth the price.,True
Bad experience with the service plan; would not buy again.,False
Unimpressive bicycle. Clunky and unreliable.,False
I absolutely hate the bicycle; it barely works.,False
I absolutely love the service plan; it works perfectly.,True
I'm delighted with this backpack; five stars. Definitely worth the price.,True
Fantastic watch! Highly recommended to everyone. Definitely worth the price.,True
I'm frustrated with this toaster; one star.,False
"The phone made my day, totally worth it.",True
Terrible phone! I don't recommend it. Save your money.,False
What a pleasant surprise; the router is outstanding. Definitely worth the price.,True
Bad experience with the helmet; would not buy again. Save your money.,False
This camera lens is great—I'm very satisfied with it.,True
I'm delighted with this library; five stars. Definitely worth the price.,True
Brilliant experience with the book; would buy again.,True
The headphones exceeded my expectations in every way. Definitely worth the price.,True
The toaster failed to meet my expectations. Save your money.,False
This course is awful—I'm very disappointed.,False
The camera lens made my day; totally worth it.,True
Poor quality toaster and terrible performance.,False
The drill failed to meet my expectations.,False
Terrible fridge! I don't recommend it.,False
The movie ticket made my day; totally worth it.,True
Unimpressive TV. Clunky and unreliable.,False
What a pleasant surprise; the treadmill is outstanding.,True
Unimpressive game. Clunky and unreliable.,False
What a pleasant surprise; the watch is outstanding.,True
Impressive washing machine. Smooth and reliable. Definitely worth the price.,True
Poor quality router and terrible performance.,False
I'm delighted with this TV; five stars. Definitely worth the price.,True
I'm delighted with this monitor; five stars.,True
Terrible smartwatch! I don't recommend it.,False
This hotel is great—I'm very satisfied with it.,True
Impressive lamp. Smooth and reliable.,True
What a pleasant surprise; the treadmill is outstanding.,True
The tripod made my day; totally worth it. Definitely worth the price.,True
This speaker is awful—I'm very disappointed. Save your money.,False
Poor quality coffee maker and terrible performance.,False
Superb quality helmet and excellent performance. Definitely worth the price.,True
Superb quality course and excellent performance. Definitely worth the price.,True
The monitor failed to meet my expectations.,False
I'm delighted with this API; five stars.,True
The coffee maker made my day; totally worth it.,True
This jacket is great—I'm very satisfied with it.,True
Unimpressive yoga mat. Clunky and unreliable.,False
I absolutely hate the coffee maker; it barely works.,False
Superb quality ebook and excellent performance.,True
I'm delighted with this speaker; five stars. Definitely worth the price.,True
Fantastic game! Highly recommended to everyone.,True
The stylus made my day; totally worth it.,True
Brilliant experience with the tripod; would buy again.,True
Terrible webcam! I don't recommend it.,False
The battery made my day; totally worth it.,True
Brilliant experience with the feature; would buy again. Definitely worth the price.,True
Poor quality helmet and terrible performance.,False
I'm delighted with this lamp; five stars.,True
What a pleasant surprise; the lawn mower is outstanding.,True
Impressive router. Smooth and reliable.,True
This power bank is great—I'm very satisfied with it.,True
What a pleasant surprise; the plan is outstanding. Definitely worth the price.,True
Fantastic phone! Highly recommended to everyone.,True
The course made my day; totally worth it. Definitely worth the price.,True
I'm delighted with this jacket; five stars.,True
I'm delighted with this support team; five stars. Definitely worth the price.,True
What an unpleasant surprise; the lamp is terrible.,False
The API made my day; totally worth it.,True
This tool set is awful—I'm very disappointed. Save your money.,False
Fantastic SSD! Highly recommended to everyone. Definitely worth the price.,True
"I'm frustrated with this lamp, one star.",False
"I'm delighted with this blender, five stars. Definitely worth the price.",True
Superb quality delivery and excellent performance.,True
The library exceeded my expectations in every way.,True
I absolutely love the hotel; it works perfectly.,True
Impressive speaker. Smooth and reliable.,True
Superb quality tablet and excellent performance. Definitely worth the price.,True
Superb quality fridge and excellent performance.,True
"I'm delighted with this webcam, five stars.",True
Fantastic movie ticket! Highly recommended to everyone.,True
The framework ruined my day; not worth it.,False
The software update made my day; totally worth it.,True
This monitor is great—I'm very satisfied with it.,True
Superb quality drill and excellent performance.,True
What a pleasant surprise; the jacket is outstanding.,True
Unimpressive course. Clunky and unreliable. Save your money.,False
Superb quality plan and excellent performance.,True
Fantastic movie! Highly recommended to everyone.,True
The gift card ruined my day; not worth it.,False
I'm frustrated with this pillow; one star. Save your money.,False
I absolutely love the dashboard; it works perfectly.,True
What an unpleasant surprise; the dashboard is terrible.,False
Bad experience with the stylus; would not buy again. Save your money.,False
I absolutely love the drill; it works perfectly. Definitely worth the price.,True
Superb quality yoga mat and excellent performance. Definitely worth the price.,True
The template ruined my day; not worth it.,False
Impressive tool set. Smooth and reliable.,True
What a pleasant surprise; the movie is outstanding.,True
I'm frustrated with this yoga mat; one star.,False
The laptop ruined my day; not worth it.,False
I absolutely hate the bundle; it barely works.,False
I'm frustrated with this blender; one star.,False
Poor quality coffee maker and terrible performance.,False
What a pleasant surprise; the restaurant is outstanding. Definitely worth the price.,True
Superb quality SSD and excellent performance. Definitely worth the price.,True
The coffee maker ruined my day; not worth it.,False
Impressive headphones. Smooth and reliable. Definitely worth the price.,True
Fantastic subscription! Highly recommended to everyone. Definitely worth the price.,True
Brilliant experience with the microphone; would buy again.,True
Impressive jacket. Smooth and reliable. Definitely worth the price.,True
The washing machine failed to meet my expectations.,False
The library failed to meet my expectations. Save your money.,False
Impressive printer. Smooth and reliable.,True
Poor quality monitor and terrible performance.,False
Fantastic ebook! Highly recommended to everyone. Definitely worth the price.,True
Poor quality ebook and terrible performance.,False
I'm delighted with this extension; five stars.,True
This GPU is awful—I'm very disappointed. Save your money.,False
I'm delighted with this course module; five stars.,True
I absolutely love the stylus; it works perfectly.,True
I'm delighted with this framework; five stars.,True
This washing machine is great—I'm very satisfied with it. Definitely worth the price.,True
This restaurant is great—I'm very satisfied with it.,True
Poor quality subscription and terrible performance.,False
The car rental made my day; totally worth it.,True
Terrible service! I don't recommend it. Save your money.,False
"The microphone ruined my day, not worth it.",False
The API exceeded my expectations in every way.,True
I absolutely hate the stylus; it barely works.,False
This GPU is great—I'm very satisfied with it. Definitely worth the price.,True
Fantastic keyboard! Highly recommended to everyone. Definitely worth the price.,True
I'm frustrated with this lawn mower; one star.,False
This service plan is great—I'm very satisfied with it.,True
The tool set ruined my day; not worth it.,False
I'm delighted with this camera; five stars.,True
"What an unpleasant surprise, the bundle is terrible.",False
This plan is awful—I'm very disappointed.,False
The battery exceeded my expectations in every way. Definitely worth the price.,True
Terrible delivery! I don't recommend it. Save your money.,False
This tool set is great—I'm very satisfied with it.,True
"Brilliant experience with the vacuum, would buy again. Definitely worth the price.",True
I absolutely love the book; it works perfectly. Definitely worth the price.,True
Poor quality desk and terrible performance.,False
Unimpressive museum. Clunky and unreliable. Save your money.,False
The monitor failed to meet my expectations.,False
Bad experience with the printer; would not buy again. Save your money.,False
The service made my day; totally worth it.,True
The hotel failed to meet my expectations.,False
I absolutely hate the battery; it barely works.,False
What an unpleasant surprise; the hotel is terrible. Save your money.,False
The dashboard exceeded my expectations in every way. Definitely worth the price.,True
Brilliant experience with the template; would buy again.,True
Impressive theme park. Smooth and reliable. Definitely worth the price.,True
Impressive plugin. Smooth and reliable. Definitely worth the price.,True
This service plan is great—I'm very satisfied with it. Definitely worth the price.,True
The gift card failed to meet my expectations.,False
Bad experience with the tripod; would not buy again.,False
The tool set ruined my day; not worth it. Save your money.,False
I'm frustrated with this battery; one star.,False
The vacuum failed to meet my expectations. Save your money.,False
Fantastic power bank! Highly recommended to everyone. Definitely worth the price.,True
This chair is awful—I'm very disappointed.,False
I absolutely hate the speaker; it barely works.,False
Bad experience with the delivery; would not buy again.,False
"The lamp ruined my day, not worth it.",False
Terrible service plan! I don't recommend it. Save your money.,False
Fantastic template! Highly recommended to everyone.,True
Superb quality bicycle and excellent performance.,True
The stylus made my day; totally worth it.,True
The TV exceeded my expectations in every way. Definitely worth the price.,True
Poor quality grill and terrible performance.,False
This smartwatch is great—I'm very satisfied with it.,True
The extension failed to meet my expectations.,False
Poor quality tablet and terrible performance.,False
Terrible camera lens! I don't recommend it.,False
I absolutely hate the TV; it barely works. Save your money.,False
Impressive microphone. Smooth and reliable. Definitely worth the price.,True
Terrible support team! I don't recommend it. Save your money.,False
Fantastic tutorial! Highly recommended to everyone. Definitely worth the price.,True
Superb quality bicycle and excellent performance. Definitely worth the price.,True
"What a pleasant surprise, the earbuds is outstanding.",True
"I'm frustrated with this course, one star.",False
Poor quality helmet and terrible performance. Save your money.,False
Unimpressive theme. Clunky and unreliable.,False
Unimpressive microphone. Clunky and unreliable. Save your money.,False
I'm delighted with this mattress; five stars. Definitely worth the price.,True
The dashboard made my day; totally worth it.,True
The template made my day; totally worth it.,True
I absolutely love the restaurant; it works perfectly. Definitely worth the price.,True
This service is awful—I'm very disappointed.,False
Superb quality CPU and excellent performance. Definitely worth the price.,True
This tripod is great—I'm very satisfied with it.,True
Unimpressive dashboard. Clunky and unreliable.,False
Bad experience with the theme park; would not buy again.,False
"Brilliant experience with the phone, would buy again.",True
The theme park ruined my day; not worth it. Save your money.,False
I'm frustrated with this lawn mower; one star. Save your money.,False
"The tool set made my day, totally worth it.",True
I absolutely hate the course module; it barely works. Save your money.,False
Bad experience with the bundle; would not buy again. Save your money.,False
I absolutely love the stylus; it works perfectly.,True
Bad experience with the tripod; would not buy again.,False
Terrible course! I don't recommend it. Save your money.,False
I absolutely hate the helmet; it barely works. Save your money.,False
I absolutely love the blender; it works perfectly.,True
Bad experience with the framework; would not buy again.,False
Impressive grill. Smooth and reliable. Definitely worth the price.,True
The headphones ruined my day; not worth it.,False
Brilliant experience with the fridge; would buy again. Definitely worth the price.,True
This game is great—I'm very satisfied with it.,True
Fantastic museum! Highly recommended to everyone.,True
I absolutely hate the restaurant; it barely works.,False
This CPU is awful—I'm very disappointed.,False
This printer is great—I'm very satisfied with it.,True
The support team made my day; totally worth it. Definitely worth the price.,True
What a pleasant surprise; the subscription is outstanding. Definitely worth the price.,True
The jacket ruined my day; not worth it.,False
The helmet ruined my day; not worth it.,False
Impressive earbuds. Smooth and reliable.,True
Fantastic book! Highly recommended to everyone.,True
Poor quality support team and terrible performance. Save your money.,False
This yoga mat is great—I'm very satisfied with it.,True
I absolutely hate the microwave; it barely works.,False
Impressive delivery. Smooth and reliable. Definitely worth the price.,True
Fantastic mattress! Highly recommended to everyone.,True
This TV is great—I'm very satisfied with it.,True
Bad experience with the watch; would not buy again.,False
I'm delighted with this washing machine; five stars.,True
This delivery is great—I'm very satisfied with it.,True
The ebook made my day; totally worth it.,True
The treadmill made my day; totally worth it.,True
Fantastic service plan! Highly recommended to everyone.,True
"I'm delighted with this coffee maker, five stars.",True
The movie ticket made my day; totally worth it.,True
Poor quality plugin and terrible performance.,False
Poor quality theme park and terrible performance.,False
Brilliant experience with the restaurant; would buy again. Definitely worth the price.,True
"What an unpleasant surprise, the tutorial is terrible.",False
"I absolutely love the bundle, it works perfectly.",True
I absolutely hate the yoga mat; it barely works.,False
Bad experience with the movie ticket; would not buy again.,False
"Brilliant experience with the plan, would buy again.",True
The API made my day; totally worth it.,True
I absolutely hate the phone; it barely works.,False
What a pleasant surprise; the chair is outstanding.,True
This tablet is awful—I'm very disappointed. Save your money.,False
Fantastic monitor! Highly recommended to everyone. Definitely worth the price.,True
Unimpressive restaurant. Clunky and unreliable.,False
Unimpressive SSD. Clunky and unreliable. Save your money.,False
The framework ruined my day; not worth it.,False
Poor quality service plan and terrible performance.,False
I absolutely love the tripod; it works perfectly. Definitely worth the price.,True
The stylus made my day; totally worth it. Definitely worth the price.,True
The camera lens exceeded my expectations in every way.,True
"Brilliant experience with the watch, would buy again.",True
The ebook failed to meet my expectations. Save your money.,False
The drill made my day; totally worth it.,True
Impressive template. Smooth and reliable.,True
What an unpleasant surprise; the tablet is terrible.,False
This ebook is awful—I'm very disappointed.,False
This fridge is great—I'm very satisfied with it.,True
Bad experience with the chair; would not buy again. Save your money.,False
"What an unpleasant surprise, the webcam is terrible.",False
I'm delighted with this earbuds; five stars. Definitely worth the price.,True
Superb quality theme park and excellent performance.,True
What a pleasant surprise; the movie is outstanding.,True
Impressive vacuum. Smooth and reliable.,True
Bad experience with the camera; would not buy again.,False
I absolutely love the microphone; it works perfectly.,True
Fantastic dashboard! Highly recommended to everyone.,True
I'm delighted with this backpack; five stars.,True
The power bank exceeded my expectations in every way.,True
This delivery is awful—I'm very disappointed.,False
Impressive smartwatch. Smooth and reliable. Definitely worth the price.,True
The printer ruined my day; not worth it.,False
The plugin made my day; totally worth it. Definitely worth the price.,True
This coffee maker is awful—I'm very disappointed. Save your money.,False
I absolutely love the theme park; it works perfectly. Definitely worth the price.,True
This backpack is great—I'm very satisfied with it. Definitely worth the price.,True
I'm frustrated with this vacuum; one star. Save your money.,False
The lawn mower ruined my day; not worth it.,False
"What a pleasant surprise, the course module is outstanding.",True
The desk ruined my day; not worth it.,False
This movie ticket is great—I'm very satisfied with it.,True
The tripod exceeded my expectations in every way.,True
Bad experience with the washing machine; would not buy again.,False
Unimpressive camera. Clunky and unreliable.,False
This printer is great—I'm very satisfied with it.,True
This keyboard is awful—I'm very disappointed.,False
I absolutely hate the tablet; it barely works. Save your money.,False
"I absolutely hate the fridge, it barely works.",False
The movie ticket exceeded my expectations in every way.,True
Bad experience with the CPU; would not buy again.,False
I'm delighted with this museum; five stars.,True
The router exceeded my expectations in every way.,True
I'm delighted with this service plan; five stars. Definitely worth the price.,True
"I absolutely hate the washing machine, it barely works.",False
Bad experience with the TV; would not buy again. Save your money.,False
I absolutely hate the pillow; it barely works.,False
The theme park made my day; totally worth it.,True
Poor quality microwave and terrible performance. Save your money.,False
Unimpressive camera lens. Clunky and unreliable.,False
What a pleasant surprise; the grill is outstanding. Definitely worth the price.,True
Unimpressive theme park. Clunky and unreliable. Save your money.,False
I'm delighted with this support team; five stars.,True
Fantastic printer! Highly recommended to everyone.,True
Terrible lamp! I don't recommend it.,False
The service made my day; totally worth it.,True
Superb quality course and excellent performance.,True
Impressive theme park. Smooth and reliable.,True
"I'm delighted with this keyboard, five stars. Definitely worth the price.",True
Fantastic keyboard! Highly recommended to everyone.,True
What an unpleasant surprise; the plugin is terrible. Save your money.,False
"Bad experience with the flight, would not buy again. Save your money.",False
I'm frustrated with this battery; one star.,False
